store,date,avg_diff,avg_g,total_diff,note
エスパス渋谷本館,2/8(⼟),-184,2533,-61065,スマスロ モンスターハンターライズ
エスパス渋谷本館,2/7(⾦),-51,1950,-17065,"2/6(⽊) -44 1,394 -14,658"
エスパス渋谷本館,2/5(⽔),-90,2012,-30045,"2/4(⽕) -18 1,586 -5,998"
エスパス渋谷本館,2/3(⽉),-192,1908,-63677,"2/1(⼟) -156 2,511 -51,888"
エスパス渋谷本館,1/31(⾦),5,1582,1688,"1/30(⽊) +105 1,447 +34,805"
エスパス渋谷本館,1/29(⽔),45,1541,15062,シン・エヴァンゲリオン
エスパス渋谷本館,1/28(⽕),-1,1551,-462,"1/27(⽉) -65 2,227 -21,744 シン・エヴァンゲリオン"
エスパス渋谷本館,1/26(⽇),221,5302,73343,スマスロ ゴールデンカムイ
エスパス渋谷本館,1/25(⼟),-184,2678,-61007,"1/24(⾦) +149 1,809 +49,643 スロット Re:ゼロから始める異世界⽣活 season2"
エスパス渋谷本館,1/23(⽊),-15,1278,-5227,"1/22(⽔) -3 2,067 -1,317 スマスロ痛いのは嫌なので防御⼒に極振りしたいと思います。"
エスパス渋谷本館,1/21(⽕),-101,1102,-33715,"1/20(⽉) +51 1,592 +17,151"
エスパス渋谷本館,1/19(⽇),509,5214,168717,Lパチスロ炎炎ノ消防隊
エスパス渋谷本館,1/18(⼟),87,2297,28908,Lスマスロ キン⾁マン〜７⼈の悪魔超⼈編〜
エスパス渋谷本館,1/17(⾦),-42,1866,-13965,"1/16(⽊) +112 518 +37,285"
エスパス渋谷本館,1/15(⽔),-15,1734,-4979,"1/14(⽕) -26 1,383 -8,916"
エスパス渋谷本館,1/13(⽉),2,3354,689,L聖闘⼠星⽮ 海皇覚醒 CUSTOM EDITION
エスパス渋谷本館,1/12(⽇),634,4959,210062,Lバンドリ！
エスパス渋谷本館,1/11(⼟),12,3855,4223,Lパチスロ炎炎ノ消防隊
エスパス渋谷本館,1/10(⾦),-75,1645,-25033,"1/9(⽊) -22 1,499 -7,590"
エスパス渋谷本館,1/8(⽔),18,1558,6240,"1/7(⽕) 0 1,786 -104"
エスパス渋谷本館,1/6(⽉),-37,1491,-12252,スマスロ頭⽂字D 2nd
エスパス渋谷本館,1/5(⽇),31,4858,10461,転⽣したらスライムだった件
エスパス渋谷本館,1/4(⼟),9,1973,3286,"1/3(⾦) -283 1,561 -93,680"
エスパス渋谷本館,1/2(⽊),57,1280,19065,https://www.slorepo.com/hole/e382a8e382b9e38391e382b9e697a5e68b93e6b88be8b0b7e69cace9a4a8code/ 9/17
エスパス渋谷本館,1/1(⽔),-24,1012,-8187,"2024/12/31(⽕) -60 1,029 -19,937"
エスパス渋谷本館,2024/12/30(⽉),-88,1898,-29434,L ToLOVEるダークネス
エスパス渋谷本館,2024/12/29(⽇),641,4638,212474,Lパチスロ炎炎ノ消防隊
エスパス渋谷本館,2024/12/28(⼟),14,2375,4914,"2024/12/27(⾦) +77 1,968 +25,540"
エスパス渋谷本館,2024/12/26(⽊),-132,1672,-43746,"2024/12/25(⽔) -91 1,533 -30,293"
エスパス渋谷本館,2024/12/24(⽕),-109,1268,-36251,"2024/12/23(⽉) -56 1,479 -18,628"
エスパス渋谷本館,2024/12/22(⽇),222,4403,73662,スマスロ頭⽂字D 2nd
エスパス渋谷本館,2024/12/21(⼟),-9,2313,-3185,モンスターハンターライズ
エスパス渋谷本館,2024/12/20(⾦),-1,1656,-653,Lパチスロ かぐや様は告らせたい
エスパス渋谷本館,2024/12/19(⽊),50,1463,16748,"2024/12/18(⽔) -6 1,644 -2,308"
エスパス渋谷本館,2024/12/17(⽕),-24,1672,-8163,"2024/12/16(⽉) -60 1,750 -20,149"
エスパス渋谷本館,2024/12/15(⽇),341,4825,113014,L戦国⼄⼥４ 戦乱に閃く炯眼の軍師
エスパス渋谷本館,2024/12/14(⼟),-126,2359,-41831,モンスターハンターライズ
エスパス渋谷本館,2024/12/13(⾦),25,1590,8429,ルパン三世 ⼤航海者の秘宝
エスパス渋谷本館,2024/12/12(⽊),-49,1989,-16309,⽝夜叉2
エスパス渋谷本館,2024/12/11(⽔),66,2015,22086,聖戦⼠ダンバイン
エスパス渋谷本館,2024/12/10(⽕),-36,1557,-12088,"2024/12/9(⽉) -5 1,525 -1,891"
エスパス渋谷本館,2024/12/8(⽇),368,4610,121994,モンスターハンターライズ
エスパス渋谷本館,2024/12/7(⼟),-52,2422,-17459,"2024/12/6(⾦) -182 1,538 -60,558"
エスパス渋谷本館,2024/12/5(⽊),-44,1816,-14871,"2024/12/4(⽔) -88 1,400 -29,454"
エスパス渋谷本館,2024/12/3(⽕),-19,1461,-6407,"2024/12/2(⽉) +102 1,790 +34,017 ルパン三世 ⼤航海者の秘宝"
エスパス渋谷本館,2024/12/1(⽇),-64,966,-20420,"2024/11/30(⼟) +103 2,434 +32,929 モンスターハンターライズ"
エスパス渋谷本館,2024/11/29(⾦),-56,1568,-17921,Lパチスロ かぐや様は告らせたい
エスパス渋谷本館,2024/11/28(⽊),-103,1532,-32879,"2024/11/27(⽔) -2 1,860 -668"
エスパス渋谷本館,2024/11/26(⽕),-74,1600,-23613,"2024/11/25(⽉) -76 1,869 -24,475"
エスパス渋谷本館,2024/11/24(⽇),218,4754,69537,Lゴジラ対エヴァンゲリオン
エスパス渋谷本館,2024/11/23(⼟),35,2948,11321,バンドリ！
エスパス渋谷本館,2024/11/22(⾦),-262,2051,-83363,"2024/11/21(⽊) -58 1,404 -18,572"
エスパス渋谷本館,2024/11/20(⽔),65,1439,20708,"2024/11/19(⽕) +20 1,296 +6,638"
エスパス渋谷本館,2024/11/18(⽉),-194,1457,-61955,スマスロ痛いのは嫌なので防御⼒に極振りしたいと思います。
エスパス渋谷本館,2024/11/17(⽇),115,4880,36746,スマスロバジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION
エスパス渋谷本館,2024/11/16(⼟),32,2330,10420,"2024/11/15(⾦) -136 1,569 -43,323"
エスパス渋谷本館,2024/11/14(⽊),41,1154,13110,"2024/11/13(⽔) +24 1,489 +7,697"
エスパス渋谷本館,2024/11/12(⽕),69,1573,22160,"2024/11/11(⽉) -90 2,375 -28,797 スマスロ ゴッドイーター リザレクション"
エスパス渋谷本館,2024/11/10(⽇),382,5385,121489,ミスタージャグラー
エスパス渋谷本館,2024/11/9(⼟),-3,2189,-1073,パチスロ炎炎ノ消防隊
エスパス渋谷本館,2024/11/8(⾦),-13,1479,-4353,"2024/11/7(⽊) -60 1,894 -19,371"
エスパス渋谷本館,2024/11/6(⽔),42,1474,13602,"2024/11/5(⽕) -109 1,989 -34,866"
エスパス渋谷本館,2024/11/4(⽉),288,3844,91891,Lパチスロ戦姫絶唱シンフォギア 正義の歌
エスパス渋谷本館,2024/11/3(⽇),93,5518,29605,スマスロバジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION
エスパス渋谷本館,2024/11/2(⼟),-148,1787,-47283,"2024/11/1(⾦) -15 2,274 -4,933"
エスパス渋谷本館,2024/10/31(⽊),0,1500,302,"2024/10/30(⽔) -132 1,645 -42,099"
エスパス渋谷本館,2024/10/29(⽕),-80,1514,-25754,"2024/10/28(⽉) -28 1,667 -9,065"
エスパス渋谷本館,2024/10/27(⽇),389,5210,123836,L戦国⼄⼥４ 戦乱に閃く炯眼の軍師
エスパス渋谷本館,2024/10/26(⼟),-86,2345,-27552,"2024/10/25(⾦) -229 2,032 -73,085"
エスパス渋谷本館,2024/10/24(⽊),0,1475,-254,"2024/10/23(⽔) -48 1,551 -15,299"
エスパス渋谷本館,2024/10/22(⽕),-22,2005,-7176,Lパチスロ かぐや様は告らせたい
エスパス渋谷本館,2024/10/21(⽉),105,1737,33441,Lパチスロからくりサーカス
エスパス渋谷本館,2024/10/20(⽇),187,5527,59707,Lパチスロガールズ＆パンツァー 最終章
エスパス渋谷本館,2024/10/19(⼟),-53,2399,-17008,"2024/10/18(⾦) -55 1,794 -17,800"
エスパス渋谷本館,2024/10/17(⽊),-104,1664,-33298,"2024/10/16(⽔) -7 1,658 -2,459 押忍！番⻑4"
エスパス渋谷本館,2024/10/15(⽕),-159,1835,-50583,⻤武者3
エスパス渋谷本館,2024/10/14(⽉),67,3771,21479,スマスロ痛いのは嫌なので防御⼒に極振りしたいと思います。
エスパス渋谷本館,2024/10/13(⽇),557,5229,177291,パチスロ炎炎ノ消防隊
エスパス渋谷本館,2024/10/12(⼟),0,2260,96,"2024/10/11(⾦) -93 1,925 -29,830"
エスパス渋谷本館,2024/10/10(⽊),-99,2001,-31693,"2024/10/9(⽔) +8 1,409 +2,744"
エスパス渋谷本館,2024/10/8(⽕),-62,1261,-19969,"2024/10/7(⽉) +37 2,069 +11,796"
エスパス渋谷本館,2024/10/6(⽇),439,4866,139832,Lスマスロとある魔術の禁書⽬録
エスパス渋谷本館,2024/10/5(⼟),-119,2803,-37845,Lパチスロ炎炎ノ消防隊
エスパス渋谷本館,2024/10/4(⾦),43,1506,13771,"2024/10/3(⽊) +15 1,594 +4,860"
エスパス渋谷本館,2024/10/2(⽔),60,1628,19219,"2024/10/1(⽕) +28 2,089 +9,203 スマスロ痛いのは嫌なので防御⼒に極振りしたいと思います。"
エスパス渋谷本館,2024/9/30(⽉),39,1954,12432,Lパチスロからくりサーカス
エスパス渋谷本館,2024/9/29(⽇),319,4944,101720,パチスロ頭⽂字Ｄ
エスパス渋谷本館,2024/9/28(⼟),-60,2451,-19192,スマスロ コードギアス 反逆のルルーシュ 復活のルルーシュ
エスパス渋谷本館,2024/9/27(⾦),250,5717,79636,パチスロ頭⽂字Ｄ
エスパス渋谷本館,2024/9/26(⽊),-130,1481,-41498,"2024/9/25(⽔) -12 1,951 -4,107"
エスパス渋谷本館,2024/9/24(⽕),-132,1730,-42205,"2024/9/23(⽉) -50 3,101 -16,070"
エスパス渋谷本館,2024/9/22(⽇),57,5103,18404,パチスロ頭⽂字Ｄ
エスパス渋谷本館,2024/9/21(⼟),-108,2516,-34449,スマスロ痛いのは嫌なので防御⼒に極振りしたいと思います。
エスパス渋谷本館,2024/9/20(⾦),-128,1799,-40856,"2024/9/19(⽊) +107 1,470 +34,132 スマスロ ゴッドイーター リザレクション"
エスパス渋谷本館,2024/9/18(⽔),42,1628,13652,"2024/9/17(⽕) +45 1,866 +14,532"
エスパス渋谷本館,2024/9/16(⽉),288,3405,91740,"2024/9/15(⽇) +302 5,427 +96,293 ミスタージャグラー"
エスパス渋谷本館,2024/9/14(⼟),-131,2298,-41814,"2024/9/13(⾦) -160 1,717 -51,167"
エスパス渋谷本館,2024/9/12(⽊),-113,1493,-35997,"2024/9/11(⽔) -218 2,153 -69,412"
エスパス渋谷本館,2024/9/10(⽕),49,1545,15715,"2024/9/9(⽉) -198 2,155 -63,113"
エスパス渋谷本館,2024/9/8(⽇),456,5026,145088,Lパチスロ戦姫絶唱シンフォギア 正義の歌
エスパス渋谷本館,2024/9/7(⼟),92,2700,29434,パチスロL⻩⾨ちゃま天
エスパス渋谷本館,2024/9/6(⾦),-40,1655,-12959,"2024/9/5(⽊) +7 2,353 +2,400"
エスパス渋谷本館,2024/9/4(⽔),-43,1676,-13700,ゴッドイーター リザレクション
エスパス渋谷本館,2024/9/3(⽕),-185,1790,-59000,"2024/9/2(⽉) -110 1,739 -35,000"
エスパス渋谷本館,2024/9/1(⽇),467,5434,148800,チバリヨ2
エスパス渋谷本館,2024/8/31(⼟),128,2651,40800,"2024/8/30(⾦) +88 1,589 +28,200"
エスパス渋谷本館,2024/8/29(⽊),-106,1381,-34000,"2024/8/28(⽔) -68 1,760 -21,700"
エスパス渋谷本館,2024/8/27(⽕),47,2174,15000,ゴジラ対エヴァンゲリオン
エスパス渋谷本館,2024/8/26(⽉),119,1750,38000,ToLOVEるダークネス
エスパス渋谷本館,2024/8/25(⽇),345,5249,110000,チバリヨ2
エスパス渋谷本館,2024/8/24(⼟),-299,2757,-95100,"2024/8/23(⾦) +83 1,782 +26,400"
エスパス渋谷本館,2024/8/22(⽊),55,2031,17700,ゴッドイーター リザレクション
エスパス渋谷本館,2024/8/21(⽔),-160,1477,-51100,"2024/8/20(⽕) +86 1,507 +27,600"
エスパス渋谷本館,2024/8/19(⽉),-2,1593,-800,"2024/8/18(⽇) +281 4,936 +89,500 痛いのは嫌なので防御⼒に極振りしたいと思います。"
エスパス渋谷本館,2024/8/17(⼟),68,2792,21700,"2024/8/16(⾦) -26 1,377 -8,400"
エスパス渋谷本館,2024/8/15(⽊),-228,2503,-72600,"2024/8/14(⽔) -20 2,042 -6,400"
エスパス渋谷本館,2024/8/13(⽕),-132,1996,-42100,"2024/8/12(⽉) +182 3,855 +58,100"
エスパス渋谷本館,2024/8/11(⽇),303,5254,96500,とある魔術の禁書⽬録
エスパス渋谷本館,2024/8/10(⼟),110,2326,35200,ゴッドイーター リザレクション
エスパス渋谷本館,2024/8/9(⾦),-86,1735,-27500,"2024/8/8(⽊) -45 2,459 -14,500 末尾8"
エスパス渋谷本館,2024/8/7(⽔),-18,2105,-5800,"2024/8/6(⽕) -109 1,707 -34,900"
エスパス渋谷本館,2024/8/5(⽉),-147,2246,-47000,戦国⼄⼥4 戦乱に閃く炯眼の軍師
エスパス渋谷本館,2024/8/4(⽇),434,5684,138100,バイオハザード RE:2
エスパス渋谷本館,2024/8/3(⼟),17,2394,5700,モンキーターンV
エスパス渋谷本館,2024/8/2(⾦),-111,1702,-35500,ToLOVEるダークネス
エスパス渋谷本館,2024/8/1(⽊),247,2183,78700,Lゴッドイーター リザレクション
エスパス渋谷本館,2024/7/31(⽔),-48,1588,-15300,"2024/7/30(⽕) -67 1,570 -21,500"
エスパス渋谷本館,2024/7/29(⽉),-162,1565,-51800,スマスロ真・北⽃無双
エスパス渋谷本館,2024/7/28(⽇),365,5114,116200,からくりサーカス
エスパス渋谷本館,2024/7/27(⼟),-96,2875,-30600,聖闘⼠星⽮ 海皇覚醒 CUSTOM EDITION
エスパス渋谷本館,2024/7/26(⾦),76,1669,24200,ToLOVEるダークネス
エスパス渋谷本館,2024/7/25(⽊),14,1925,4500,ToLOVEるダークネス
エスパス渋谷本館,2024/7/24(⽔),91,1720,29000,"2024/7/23(⽕) +29 1,717 +9,400 キン⾁マン〜7⼈の悪魔超⼈編〜"
エスパス渋谷本館,2024/7/22(⽉),-85,2281,-27100,ラブ嬢3〜Wご指名はいかがですか?〜
エスパス渋谷本館,2024/7/21(⽇),213,5544,67900,キン⾁マン〜7⼈の悪魔超⼈編〜
エスパス渋谷本館,2024/7/20(⼟),26,2450,8400,スマスロ炎炎ノ消防隊
エスパス渋谷本館,2024/7/19(⾦),42,1431,13500,"2024/7/18(⽊) -25 1,600 -8,100 ToLOVEるダークネス"
エスパス渋谷本館,2024/7/17(⽔),-41,1805,-13100,"2024/7/16(⽕) -122 1,346 -39,100"
エスパス渋谷本館,2024/7/15(⽉),331,3462,105400,主役は銭形4
エスパス渋谷本館,2024/7/14(⽇),322,5374,102500,とある魔術の禁書⽬録
エスパス渋谷本館,2024/7/13(⼟),-176,2366,-56100,からくりサーカス
エスパス渋谷本館,2024/7/12(⾦),-52,1388,-16600,"2024/7/11(⽊) -58 1,878 -18,700"
エスパス渋谷本館,2024/7/10(⽔),-10,1553,-3200,スマスロ真・北⽃無双
エスパス渋谷本館,2024/7/9(⽕),-115,1366,-36600,"2024/7/8(⽉) -36 1,680 -11,600 スマスロ真・北⽃無双"
エスパス渋谷本館,2024/7/7(⽇),461,5511,146900,ガールズ&パンツァー 最終章
エスパス渋谷本館,2024/7/6(⼟),-68,1900,-21800,ToLOVEるダークネス
エスパス渋谷本館,2024/7/5(⾦),48,3998,15400,スマスロ炎炎ノ消防隊
エスパス渋谷本館,2024/7/4(⽊),-52,1437,-16700,"2024/7/3(⽔) 0 1,529 +200"
エスパス渋谷本館,2024/7/2(⽕),-6,1405,-2100,"2024/7/1(⽉) -11 2,407 -3,590 Lゴジラ対エヴァンゲリオン"
エスパス渋谷本館,2024/6/30(⽇),205,5133,65400,ゴジラ対エヴァンゲリオン
エスパス渋谷本館,2024/6/29(⼟),-218,2409,-69500,"2024/6/28(⾦) +51 1,368 +16,400 ToLOVEるダークネス"
エスパス渋谷本館,2024/6/27(⽊),-165,1817,-52600,"2024/6/26(⽔) -18 1,553 -5,900"
エスパス渋谷本館,2024/6/25(⽕),-115,1688,-36800,"2024/6/24(⽉) -86 1,673 -27,600"
エスパス渋谷本館,2024/6/23(⽇),266,5161,84800,聖闘⼠星⽮ 海皇覚醒 CUSTOM EDITION
エスパス渋谷本館,2024/6/22(⼟),65,3136,20900,からくりサーカス
エスパス渋谷本館,2024/6/21(⾦),-64,1461,-20400,"2024/6/20(⽊) +20 1,520 +6,400 スマスロ炎炎ノ消防隊"
エスパス渋谷本館,2024/6/19(⽔),-47,1528,-15000,聖闘⼠星⽮ 海皇覚醒 CUSTOM EDITION
エスパス渋谷本館,2024/6/18(⽕),-123,1279,-39400,"2024/6/17(⽉) +12 1,756 +4,000"
エスパス渋谷本館,2024/6/16(⽇),556,5075,177100,主役は銭形4
エスパス渋谷本館,2024/6/15(⼟),-85,2464,-27100,"2024/6/14(⾦) -21 1,671 -6,900 聖闘⼠星⽮ 海皇覚醒 CUSTOM EDITION"
エスパス渋谷本館,2024/6/13(⽊),-89,1523,-28600,"2024/6/12(⽔) -62 1,654 -20,000 聖闘⼠星⽮ 海皇覚醒 CUSTOM EDITION"
エスパス渋谷本館,2024/6/11(⽕),48,2119,15500,"2024/6/10(⽉) -113 1,690 -36,200"
エスパス渋谷本館,2024/6/9(⽇),315,5018,100300,ゴールデンカムイ
エスパス渋谷本館,2024/6/8(⼟),131,2273,41900,ToLOVEるダークネス
エスパス渋谷本館,2024/6/7(⾦),-127,1820,-40400,"2024/6/6(⽊) -166 2,940 -52,800"
エスパス渋谷本館,2024/6/5(⽔),128,2166,40900,ToLOVEるダークネス
エスパス渋谷本館,2024/6/4(⽕),5,1538,1800,"2024/6/3(⽉) -72 1,843 -23,200"
エスパス渋谷本館,2024/6/2(⽇),179,4837,57100,ガールズ&パンツァー 最終章
エスパス渋谷本館,2024/6/1(⼟),-72,2658,-23200,"2024/5/31(⾦) +87 1,555 +27,800 スマスロ炎炎ノ消防隊"
エスパス渋谷本館,2024/5/30(⽊),-33,1419,-10700,"2024/5/29(⽔) +1 1,431 +600"
エスパス渋谷本館,2024/5/28(⽕),-1,1256,-500,"2024/5/27(⽉) +19 1,971 +6,300"
エスパス渋谷本館,2024/5/26(⽇),531,4951,169000,ゴールデンカムイ
エスパス渋谷本館,2024/5/25(⼟),-54,2685,-17200,スマスロ炎炎ノ消防隊
エスパス渋谷本館,2024/5/24(⾦),-46,1719,-14900,"2024/5/23(⽊) +64 1,384 +20,400"
エスパス渋谷本館,2024/5/22(⽔),91,2080,29200,押忍！番⻑4
エスパス渋谷本館,2024/5/21(⽕),45,1404,14500,押忍！番⻑4
エスパス渋谷本館,2024/5/20(⽉),20,1524,6400,押忍！番⻑4
エスパス渋谷本館,2024/5/19(⽇),231,5209,73500,バジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION
エスパス渋谷本館,2024/5/18(⼟),-76,2539,-24200,"2024/5/17(⾦) -16 1,890 -5,300"
エスパス渋谷本館,2024/5/16(⽊),11,1550,3700,"2024/5/15(⽔) -4 1,992 -1,400"
エスパス渋谷本館,2024/5/14(⽕),-11,1364,-3600,押忍！番⻑4
エスパス渋谷本館,2024/5/13(⽉),22,1372,7300,https://www.slorepo.com/hole/e382a8e382b9e38391e382b9e697a5e68b93e6b88be8b0b7e69cace9a4a8code/ 15/17
エスパス渋谷本館,2024/5/12(⽇),258,5058,82200,バイオハザード RE:2
エスパス渋谷本館,2024/5/11(⼟),58,3736,18700,キン⾁マン〜7⼈の悪魔超⼈編〜
エスパス渋谷本館,2024/5/10(⾦),-14,1699,-4600,"2024/5/9(⽊) -64 1,540 -20,600"
エスパス渋谷本館,2024/5/8(⽔),-70,1606,-22300,"2024/5/7(⽕) +123 1,906 +39,400 押忍！番⻑4"
エスパス渋谷本館,2024/5/6(⽉),-146,2027,-46600,ゴールデンカムイ
エスパス渋谷本館,2024/5/5(⽇),283,5534,90000,L南国育ち
エスパス渋谷本館,2024/5/4(⼟),-88,1940,-28100,"2024/5/3(⾦) -183 2,402 -58,400"
エスパス渋谷本館,2024/5/2(⽊),-137,2247,-43700,とある魔術の禁書⽬録
エスパス渋谷本館,2024/5/1(⽔),-93,2277,-29600,"2024/4/30(⽕) -117 1,858 -37,300"
エスパス渋谷本館,2024/4/29(⽉),-205,2637,-65500,からくりサーカス
エスパス渋谷本館,2024/4/28(⽇),325,5162,103600,頭⽂字D
エスパス渋谷本館,2024/4/27(⼟),-204,2459,-65000,頭⽂字D
エスパス渋谷本館,2024/4/26(⾦),-32,1744,-10200,押忍！番⻑4
エスパス渋谷本館,2024/4/25(⽊),-33,1604,-10600,"2024/4/24(⽔) +82 1,432 +26,100"
エスパス渋谷本館,2024/4/23(⽕),61,1279,19500,"2024/4/22(⽉) -115 2,337 -36,700"
エスパス渋谷本館,2024/4/21(⽇),436,5247,138900,キン⾁マン〜7⼈の悪魔超⼈編〜
エスパス渋谷本館,2024/4/20(⼟),-102,2744,-32600,"2024/4/19(⾦) +14 1,648 +4,700 ゴールデンカムイ"
エスパス渋谷本館,2024/4/18(⽊),-106,1403,-33900,"2024/4/17(⽔) -61 1,885 -19,600"
エスパス渋谷本館,2024/4/16(⽕),-138,1424,-44200,"2024/4/15(⽉) -29 1,763 -9,400"
エスパス渋谷本館,2024/4/14(⽇),423,5410,134800,ガールズ&パンツァー 最終章
エスパス渋谷本館,2024/4/13(⼟),-32,2142,-10400,"2024/4/12(⾦) +16 1,421 +5,400"
エスパス渋谷本館,2024/4/11(⽊),130,1861,41400,"2024/4/10(⽔) -22 1,410 -7,100"
エスパス渋谷本館,2024/4/9(⽕),-101,1231,-32200,"2024/4/8(⽉) +63 1,545 +20,100"
エスパス渋谷本館,2024/4/7(⽇),514,5177,163500,コードギアス 反逆のルルーシュ/復活のルルーシュ
エスパス渋谷本館,2024/4/6(⼟),-24,2121,-7800,"2024/4/5(⾦) -27 2,020 -8,800"
エスパス渋谷本館,2024/4/4(⽊),131,2245,41900,Lスマスロ キン⾁マン〜７⼈の悪魔超⼈編〜
エスパス渋谷本館,2024/4/3(⽔),37,1588,11900,"2024/4/2(⽕) -55 1,315 -17,500"
エスパス渋谷本館,2024/4/1(⽉),-105,1869,-33400,キン⾁マン〜7⼈の悪魔超⼈編〜
エスパス渋谷本館,2024/3/31(⽇),417,5242,132700,転⽣したらスライムだった件
エスパス渋谷本館,2024/3/30(⼟),133,2420,42300,からくりサーカス
エスパス渋谷本館,2024/3/29(⾦),-196,1526,-62500,"2024/3/28(⽊) +3 1,129 +1,100"
エスパス渋谷本館,2024/3/27(⽔),-28,2328,-9000,"2024/3/26(⽕) -100 1,249 -32,100"
エスパス渋谷本館,2024/3/25(⽉),-63,1710,-20200,忍魂参 〜奥義皆伝ノ章〜
エスパス渋谷本館,2024/3/24(⽇),285,5127,90800,花の慶次〜佐渡攻めの章〜
エスパス渋谷本館,2024/3/23(⼟),-166,2128,-52900,"2024/3/22(⾦) -74 1,979 -23,700"
エスパス渋谷本館,2024/3/21(⽊),59,1299,19000,"2024/3/20(⽔) -97 2,427 -31,100"
エスパス渋谷本館,2024/3/19(⽕),-63,1516,-20200,"2024/3/18(⽉) -73 1,204 -23,400"
エスパス渋谷本館,2024/3/17(⽇),406,4676,129300,頭⽂字D
エスパス渋谷本館,2024/3/16(⼟),-148,2344,-47200,"2024/3/15(⾦) -123 1,706 -39,300"
エスパス渋谷本館,2024/3/14(⽊),-22,1315,-7000,"2024/1/3(⽔) -79 1,911 -25,157"
エスパス渋谷本館,2024/1/2(⽕),-106,1681,-33827,"2024/1/1(⽉) +106 1,913 +33,891 末尾1"
エスパス渋谷本館,2023/12/31(⽇),200,3402,63809,Lソードアート・オンライン
エスパス渋谷本館,2023/12/30(⼟),3,2467,1151,"2023/12/29(⾦) +75 2,316 +24,061"
エスパス新宿歌舞伎町店,10/19(⽇),330,5174,243982,ウルトラミラクルジャグラー
エスパス新宿歌舞伎町店,10/18(⼟),44,4385,33167,押忍！番⻑4
エスパス新宿歌舞伎町店,10/17(⾦),146,4507,108020,スマスロバジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION
エスパス新宿歌舞伎町店,10/16(⽊),-33,4199,-25094,咲-Saki- 頂上決戦
エスパス新宿歌舞伎町店,10/15(⽔),-88,3359,-65586,"10/14(⽕) +17 2,816 +13,160 いざ！番⻑"
エスパス新宿歌舞伎町店,10/13(⽉),459,5667,339931,主役は銭形5
エスパス新宿歌舞伎町店,10/12(⽇),41,4403,30776,"10/11(⼟) +24 5,268 +18,112 ジャグラーガールズSS"
エスパス新宿歌舞伎町店,10/10(⾦),199,4866,147692,ToLOVEるダークネス TRANCE ver.8.7
エスパス新宿歌舞伎町店,10/9(⽊),99,4675,73245,いざ！番⻑
エスパス新宿歌舞伎町店,10/8(⽔),6,2898,4912,ToLOVEるダークネス TRANCE ver.8.7
エスパス新宿歌舞伎町店,10/7(⽕),-11,4534,-8385,ヱヴァンゲリヲン 〜約束の扉〜
エスパス新宿歌舞伎町店,10/6(⽉),266,4953,197206,スマスロバジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION
エスパス新宿歌舞伎町店,10/5(⽇),74,4865,54725,スマスロ デビルメイクライ5 スタイリッシュトライブ
エスパス新宿歌舞伎町店,10/4(⼟),-129,4291,-95360,L戦国⼄⼥４ 戦乱に閃く炯眼の軍師
エスパス新宿歌舞伎町店,10/3(⾦),-36,3251,-27157,スマスロ 七つの魔剣が⽀配する
エスパス新宿歌舞伎町店,10/2(⽊),401,3726,296991,Lパチスロからくりサーカス
エスパス新宿歌舞伎町店,10/1(⽔),57,4696,42420,スターハナハナ-30
エスパス新宿歌舞伎町店,9/30(⽕),-7,4423,-5504,ネオアイムジャグラーEX
エスパス新宿歌舞伎町店,9/29(⽉),-45,2764,-33325,パチスロ 甲鉄城のカバネリ
エスパス新宿歌舞伎町店,9/28(⽇),130,4975,96390,Lアズールレーン THE ANIMATION
エスパス新宿歌舞伎町店,9/27(⼟),-109,5821,-80785,Lパチスロ炎炎ノ消防隊
エスパス新宿歌舞伎町店,9/26(⾦),124,4820,91995,Lパチスロ炎炎ノ消防隊
エスパス新宿歌舞伎町店,9/25(⽊),-3,3895,-2735,L戦国⼄⼥４ 戦乱に閃く炯眼の軍師
エスパス新宿歌舞伎町店,9/24(⽔),-1,4009,-1470,スマスロバジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION
エスパス新宿歌舞伎町店,9/23(⽕),284,5748,209932,キングハナハナ-30
エスパス新宿歌舞伎町店,9/22(⽉),75,5285,55886,末尾ゾロ⽬
エスパス新宿歌舞伎町店,9/21(⽇),50,5294,37006,Lパチスロ⾰命機ヴァルヴレイヴ
エスパス新宿歌舞伎町店,9/20(⼟),-141,4048,-104783,いざ！番⻑
エスパス新宿歌舞伎町店,9/19(⾦),-64,2771,-47344,"9/18(⽊) +120 3,134 +88,724 Lアズールレーン THE ANIMATION"
エスパス新宿歌舞伎町店,9/17(⽔),177,4404,131427,Lアズールレーン THE ANIMATION
エスパス新宿歌舞伎町店,9/16(⽕),126,3971,93163,L戦国⼄⼥４ 戦乱に閃く炯眼の軍師
エスパス新宿歌舞伎町店,9/15(⽉),-20,4894,-15150,L戦国⼄⼥４ 戦乱に閃く炯眼の軍師
エスパス新宿歌舞伎町店,9/14(⽇),245,5472,181640,スマスロバジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION
